true_label,prob_real,prob_fake
0,0.9999932,6.8368604e-06
1,9.5535615e-06,0.99999046
0,0.9999931,6.9046246e-06
1,6.6373855e-06,0.9999933
1,6.702905e-06,0.9999933
0,0.9999931,6.911628e-06
1,7.1932627e-06,0.99999285
1,7.615128e-06,0.9999924
1,7.517687e-06,0.9999925
0,0.9999931,6.876434e-06
1,6.631217e-06,0.9999933
0,0.9999931,6.892795e-06
0,0.9999931,6.9360135e-06
0,0.9999932,6.8541017e-06
1,7.1881677e-06,0.99999285
1,6.659469e-06,0.9999933
1,6.624896e-06,0.9999933
0,0.9999932,6.853978e-06
1,7.0149213e-06,0.99999297
0,0.9999931,6.938071e-06
1,7.41514e-06,0.9999926
0,0.9999932,6.8385693e-06
1,6.654454e-06,0.9999933
1,7.991314e-06,0.999992
1,6.6998055e-06,0.9999933
1,6.704011e-06,0.9999933
1,6.524165e-06,0.99999344
1,6.661915e-06,0.9999933
1,6.595105e-06,0.99999344
0,0.9999931,6.9218722e-06
0,0.9999931,6.8966156e-06
0,0.9999931,6.9191724e-06
0,0.9999931,6.8657005e-06
0,0.9999931,6.918625e-06
0,0.9999931,6.8841564e-06
1,1.14977765e-05,0.99998856
1,6.5283107e-06,0.99999344
1,6.7238593e-06,0.9999933
1,6.7117e-06,0.9999933
0,0.9999931,6.9514954e-06
1,2.4403584e-05,0.99997556
1,6.941333e-06,0.9999931
0,0.9999932,6.8110185e-06
0,0.9999931,6.884025e-06
1,6.620702e-06,0.9999933
1,6.794559e-06,0.9999932
1,6.611478e-06,0.99999344
1,6.855611e-06,0.9999931
0,0.9999931,6.8816753e-06
0,0.99999297,7.0534943e-06
1,7.1360246e-06,0.99999285
0,0.9999931,6.904822e-06
1,7.2889798e-06,0.9999927
1,3.0425912e-05,0.9999696
0,0.9999931,6.903874e-06
0,0.9999931,6.9238527e-06
0,0.99999297,7.0058554e-06
1,6.705955e-06,0.9999933
1,7.692675e-06,0.99999225
1,6.722449e-06,0.9999933
0,0.9999931,6.9378257e-06
1,6.923668e-06,0.9999931
1,7.673787e-06,0.9999924
0,0.9999931,6.876932e-06
0,0.9999931,6.857377e-06
1,9.957944e-06,0.99999
1,6.596067e-06,0.99999344
1,7.1986906e-06,0.99999285
1,8.212386e-06,0.9999918
0,0.9999931,6.882003e-06
1,8.976055e-06,0.99999106
0,0.9999931,6.9297453e-06
0,0.9999931,6.90832e-06
1,6.6948487e-06,0.9999933
0,0.9999931,6.890534e-06
1,6.740236e-06,0.9999932
0,0.9999931,6.958785e-06
1,8.49201e-06,0.99999154
1,2.6670159e-05,0.9999733
1,9.371487e-06,0.9999906
0,0.9999931,6.944405e-06
1,6.5257955e-06,0.99999344
0,0.9999931,6.9723765e-06
0,0.9999931,6.8674817e-06
0,0.9999931,6.939784e-06
1,6.7200644e-06,0.9999933
0,0.9999931,6.8701015e-06
1,8.160251e-06,0.9999919
0,0.99999297,7.0820183e-06
0,0.9999931,6.9427497e-06
1,6.7030905e-06,0.9999933
1,6.572325e-06,0.99999344
1,7.2683497e-06,0.9999927
1,6.607747e-06,0.99999344
1,7.736944e-06,0.99999225
1,6.5657787e-06,0.99999344
1,6.712557e-06,0.9999933
1,6.714075e-06,0.9999933
1,6.936873e-06,0.9999931
0,0.9999931,6.8669315e-06
0,0.9999931,6.8861e-06
0,0.99998605,1.3970631e-05
0,0.9999931,6.891744e-06
0,0.9999931,6.8767745e-06
1,6.60192e-06,0.99999344
1,8.035256e-06,0.999992
0,0.9999931,6.929362e-06
1,7.3202577e-06,0.9999927
1,6.6764865e-06,0.9999933
1,8.675741e-06,0.9999913
1,6.6510916e-06,0.9999933
0,0.9999931,6.888544e-06
1,2.5187008e-05,0.99997485
0,0.9999931,6.862807e-06
1,2.3976636e-05,0.99997604
0,0.9999931,6.873837e-06
1,7.648777e-06,0.9999924
1,6.6243083e-06,0.9999933
1,7.0791157e-06,0.99999297
1,7.837534e-06,0.99999213
1,3.4634417e-05,0.9999653
1,6.7332667e-06,0.9999933
0,0.9999932,6.8466024e-06
0,0.99999297,7.066799e-06
1,6.7981628e-06,0.9999932
0,0.9999931,6.921628e-06
1,7.363528e-06,0.9999926
1,6.6189978e-06,0.9999933
1,7.799114e-06,0.99999225
1,6.7285227e-06,0.9999933
1,7.3822034e-06,0.9999926
1,6.5735726e-06,0.99999344
0,0.9999931,6.924394e-06
1,6.9662815e-06,0.9999931
1,1.0740955e-05,0.9999893
1,7.520075e-06,0.9999925
0,0.9999931,6.926917e-06
0,0.9999931,6.880599e-06
1,6.5917347e-06,0.99999344
1,6.622685e-06,0.9999933
0,0.9999931,6.8826403e-06
1,6.904671e-06,0.9999931
1,1.6824997e-05,0.9999832
1,7.1725954e-06,0.99999285
0,0.9999932,6.8436707e-06
1,6.6653024e-06,0.9999933
1,7.0074325e-06,0.99999297
0,0.9999931,6.94948e-06
0,0.9999931,6.869113e-06
1,6.675531e-06,0.9999933
0,0.9999931,6.936503e-06
0,0.9999931,6.889207e-06
0,0.99999297,6.9925254e-06
1,6.5199233e-06,0.99999344
1,6.9295734e-06,0.9999931
1,6.639468e-06,0.9999933
1,1.1500771e-05,0.99998856
1,6.619717e-06,0.9999933
0,0.9999931,6.8635595e-06
1,6.6657212e-06,0.9999933
0,0.9999932,6.837082e-06
0,0.99999297,7.0104734e-06
1,6.749441e-06,0.9999932
0,0.9999931,6.9248167e-06
1,6.623102e-06,0.9999933
1,6.597005e-06,0.99999344
1,6.583241e-06,0.99999344
0,0.9999931,6.9111597e-06
0,0.9999931,6.899833e-06
1,6.8478034e-06,0.9999932
0,0.9999931,6.9069292e-06
0,0.9999931,6.8805e-06
0,0.9999931,6.901083e-06
0,0.9999931,6.9022676e-06
1,6.583385e-06,0.99999344
0,0.9999931,6.8969507e-06
0,0.9999931,6.8972604e-06
1,1.1513467e-05,0.99998844
0,0.99999297,7.0075794e-06
0,0.9999931,6.915564e-06
1,7.40656e-06,0.9999926
0,0.9999931,6.949918e-06
0,0.9999931,6.9196676e-06
1,7.700852e-06,0.99999225
0,0.9999931,6.8868426e-06
0,0.9999932,6.8429404e-06
1,7.131045e-06,0.99999285
1,6.5701947e-06,0.99999344
0,0.9999931,6.8694994e-06
1,8.692131e-06,0.9999913
0,0.9999931,6.9614266e-06
0,0.9999932,6.8530367e-06
1,6.6481107e-06,0.9999933
1,7.634471e-06,0.9999924
1,8.558041e-06,0.9999914
0,0.9999931,6.8753907e-06
0,0.9999931,6.9494668e-06
0,0.9999931,6.9299235e-06
1,6.6225903e-06,0.9999933
0,0.9999931,6.88612e-06
1,1.7011245e-05,0.99998295
1,6.6787725e-06,0.9999933
0,0.9999931,6.8902323e-06
0,0.99999285,7.1118657e-06
1,6.792499e-06,0.9999932
0,0.9999931,6.9300886e-06
1,6.8987665e-06,0.9999931
1,6.5808554e-06,0.99999344
1,7.111791e-06,0.99999285
0,0.9999931,6.89411e-06
1,6.5353242e-06,0.99999344
0,0.99999285,7.1296986e-06
0,0.9999932,6.8378517e-06
1,6.5618474e-06,0.99999344
1,7.2023645e-06,0.99999285
0,0.9999932,6.814793e-06
1,7.196035e-06,0.99999285
1,8.803694e-06,0.9999912
1,6.6391644e-06,0.9999933
1,6.8029617e-06,0.9999932
1,7.410807e-06,0.9999926
1,1.18856815e-05,0.9999881
1,6.62846e-06,0.9999933
1,6.698534e-06,0.9999933
1,8.800748e-06,0.9999912
0,0.9999931,6.9614534e-06
0,0.9999931,6.919753e-06
1,6.5929353e-06,0.99999344
1,8.343501e-06,0.99999166
1,7.0357037e-06,0.99999297
1,7.693159e-06,0.99999225
0,0.9999931,6.872173e-06
0,0.9999931,6.942518e-06
1,1.3336039e-05,0.99998665
0,0.9999931,6.8742306e-06
0,0.9999931,6.905843e-06
0,0.9999931,6.9372836e-06
1,6.6548473e-06,0.9999933
1,6.8781123e-06,0.9999931
1,6.7218652e-06,0.9999933
0,0.9999931,6.8807108e-06
0,0.9999931,6.910046e-06
1,6.652842e-06,0.9999933
0,0.9999932,6.840448e-06
0,0.9999931,6.9022217e-06
0,0.9999931,6.858188e-06
0,0.9999931,6.880317e-06
0,0.9999931,6.9240373e-06
0,0.9999931,6.8870786e-06
1,7.493672e-06,0.9999925
0,0.9999931,6.8961613e-06
0,0.9999931,6.875738e-06
1,6.6567004e-06,0.9999933
0,0.9999931,6.962011e-06
0,0.9999931,6.8565464e-06
0,0.9999931,6.864744e-06
0,0.9999931,6.8926242e-06
1,7.768745e-06,0.99999225
0,0.9999931,6.932257e-06
1,6.975754e-06,0.99999297
1,8.348634e-06,0.99999166
1,1.0853966e-05,0.99998915
0,0.9999931,6.9559846e-06
0,0.9999931,6.917767e-06
1,6.5932813e-06,0.99999344
1,6.6506086e-06,0.9999933
1,8.749684e-06,0.9999913
0,0.9999931,6.8711242e-06
0,0.9999931,6.9196344e-06
1,2.970896e-05,0.9999703
0,0.9999931,6.9175426e-06
1,6.585652e-06,0.99999344
1,6.5922122e-06,0.99999344
1,6.7586525e-06,0.9999932
1,6.545242e-06,0.99999344
0,0.9999931,6.9588446e-06
1,7.202097e-06,0.99999285
0,0.9999931,6.8878735e-06
0,0.9999931,6.907009e-06
1,9.746697e-06,0.9999902
1,6.8246786e-06,0.9999932
0,0.9999931,6.9084053e-06
0,0.9999931,6.893032e-06
0,0.9999931,6.94038e-06
1,6.61566e-06,0.99999344
1,6.8213085e-06,0.9999932
0,0.9999931,6.8647314e-06
0,0.9999931,6.897438e-06
0,0.99999297,7.036965e-06
0,0.9999931,6.9571192e-06
1,6.58422e-06,0.99999344
0,0.9999931,6.877253e-06
1,6.768754e-06,0.9999932
1,6.8903637e-06,0.9999931
0,0.9999931,6.9329644e-06
1,6.6193884e-06,0.9999933
0,0.9999931,6.889969e-06
0,0.99999297,7.0453725e-06
0,0.9999931,6.9514554e-06
1,6.6538632e-06,0.9999933
1,6.7396772e-06,0.9999932
1,6.565009e-06,0.99999344
1,6.878506e-06,0.9999931
0,0.9999931,6.88201e-06
1,7.775994e-06,0.99999225
0,0.9999931,6.932733e-06
1,6.6208786e-06,0.9999933
1,7.694583e-06,0.99999225
1,6.7083215e-06,0.9999933
0,0.9999931,6.9039793e-06
1,9.166219e-06,0.9999908
0,0.9999931,6.855585e-06
0,0.9999931,6.8640766e-06
1,1.2926676e-05,0.9999871
1,6.61308e-06,0.99999344
1,6.6883777e-06,0.9999933
0,0.9999931,6.896109e-06
0,0.9999931,6.9069692e-06
1,7.2785465e-06,0.9999927
1,6.6597104e-06,0.9999933
0,0.9999931,6.9532457e-06
1,7.215708e-06,0.9999927
1,8.208573e-06,0.9999918
1,7.4578616e-06,0.9999925
1,6.6412736e-06,0.9999933
1,6.6928383e-06,0.9999933
1,6.707599e-06,0.9999933
1,6.6137927e-06,0.99999344
0,0.9999932,6.814299e-06
1,6.979301e-06,0.99999297
0,0.9999931,6.9276175e-06
1,6.6684233e-06,0.9999933
0,0.9999931,6.8607324e-06
1,7.795062e-06,0.99999225
0,0.9999931,6.8905406e-06
1,6.6714833e-06,0.9999933
0,0.9999931,6.868353e-06
0,0.9999931,6.887223e-06
0,0.9999931,6.910369e-06
0,0.99999297,6.995453e-06
1,7.136753e-06,0.99999285
0,0.9999931,6.923133e-06
1,7.830451e-06,0.99999213
1,6.6547072e-06,0.9999933
1,6.8678874e-06,0.9999931
1,6.820814e-06,0.9999932
1,6.5790855e-06,0.99999344
0,0.9999931,6.8961485e-06
1,7.925709e-06,0.99999213
1,6.6741877e-06,0.9999933
1,6.7238852e-06,0.9999933
1,6.8855948e-06,0.9999931
0,0.9999931,6.928952e-06
0,0.9999931,6.8775416e-06
1,8.474519e-06,0.99999154
0,0.9999931,6.903729e-06
0,0.9999931,6.85998e-06
0,0.9999931,6.8867566e-06
1,6.7150286e-06,0.9999933
0,0.99999297,7.0155897e-06
1,1.3481893e-05,0.9999865
1,8.979137e-06,0.99999106
1,6.658593e-06,0.9999933
0,0.99999297,7.0273077e-06
1,6.579299e-06,0.99999344
1,3.86405e-05,0.9999614
0,0.9999931,6.855376e-06
1,7.3996553e-06,0.9999926
0,0.9999931,6.8919803e-06
1,1.07475435e-05,0.9999893
1,1.2129168e-05,0.99998784
0,0.9999932,6.852631e-06
1,1.1014001e-05,0.99998903
1,6.7806545e-06,0.9999932
1,9.888917e-06,0.9999901
0,0.9999931,6.9345315e-06
0,0.9999931,6.9166654e-06
0,0.9999931,6.9439416e-06
1,6.772596e-06,0.9999932
0,0.9999931,6.868307e-06
0,0.9999931,6.869735e-06
1,6.868654e-06,0.9999931
0,0.9999932,6.8543436e-06
0,0.9999931,6.902149e-06
0,0.9999931,6.8548134e-06
0,0.9999931,6.8965956e-06
1,7.596487e-06,0.9999924
1,7.1596173e-06,0.99999285
0,0.9999931,6.9673374e-06
1,7.2927896e-06,0.9999927
0,0.9999931,6.912814e-06
0,0.99999297,6.989772e-06
1,6.6592406e-06,0.9999933
0,0.9999931,6.8682675e-06
1,9.183692e-06,0.9999908
0,0.9999931,6.912689e-06
0,0.9999931,6.891757e-06
1,6.602808e-06,0.99999344
0,0.9999931,6.9169223e-06
1,6.5123854e-06,0.99999344
1,7.059665e-06,0.99999297
0,0.9999931,6.8982076e-06
1,5.951236e-05,0.9999405
0,0.9999931,6.922651e-06
0,0.9999931,6.9033604e-06
1,6.763101e-06,0.9999932
1,6.8867503e-06,0.9999931
1,6.7023107e-06,0.9999933
0,0.99999297,7.0561923e-06
1,9.595206e-06,0.99999046
1,6.7047654e-06,0.9999933
0,0.9999931,6.869591e-06
1,6.7353462e-06,0.9999932
0,0.9999931,6.8852596e-06
1,7.3240217e-06,0.9999927
0,0.9999931,6.9411476e-06
0,0.9999931,6.9143766e-06
0,0.9999931,6.9059947e-06
1,6.7246165e-06,0.9999933
1,6.667311e-06,0.9999933
1,8.290913e-06,0.99999166
1,7.3669066e-06,0.9999926
1,6.6936745e-06,0.9999933
0,0.9999931,6.9340686e-06
1,9.817316e-06,0.9999902
1,6.804065e-06,0.9999932
1,6.781043e-06,0.9999932
1,6.603299e-06,0.99999344
0,0.99999297,7.0046267e-06
1,6.8491163e-06,0.9999932
0,0.9999931,6.923179e-06
0,0.9999931,6.8914937e-06
0,0.99999297,6.99833e-06
0,0.9999931,6.9635316e-06
1,6.579343e-06,0.99999344
1,6.7024e-06,0.9999933
0,0.99999297,6.9854273e-06
1,6.784406e-06,0.9999932
0,0.9999931,6.9688463e-06
1,7.788195e-06,0.99999225
0,0.9999931,6.9593225e-06
0,0.9999931,6.9484468e-06
1,6.98578e-06,0.99999297
0,0.99999297,6.979627e-06
1,1.6293596e-05,0.99998367
1,6.8714908e-06,0.9999931
1,6.533835e-06,0.99999344
1,0.0008016524,0.9991984
0,0.9999931,6.8736604e-06
1,6.660168e-06,0.9999933
1,7.0774413e-06,0.99999297
1,6.79719e-06,0.9999932
1,7.1406066e-06,0.99999285
0,0.9999931,6.886107e-06
0,0.9999931,6.87347e-06
0,0.9999931,6.877942e-06
1,6.637588e-06,0.9999933
1,6.7217566e-06,0.9999933
1,7.832543e-06,0.99999213
1,6.565472e-06,0.99999344
0,0.9999931,6.8749905e-06
1,6.556024e-06,0.99999344
0,0.9999932,6.8405457e-06
0,0.9999931,6.929137e-06
0,0.9999931,6.8809204e-06
1,7.2349744e-06,0.9999927
1,7.131201e-06,0.99999285
1,6.657304e-06,0.9999933
1,6.941604e-06,0.9999931
1,7.009772e-06,0.99999297
1,7.1113504e-06,0.99999285
1,6.6497146e-06,0.9999933
1,9.8881055e-06,0.9999901
0,0.9999932,6.8537947e-06
1,7.463205e-06,0.9999925
0,0.99999285,7.1118793e-06
1,7.26336e-06,0.9999927
1,6.6468556e-06,0.9999933
0,0.9999931,6.9254243e-06
0,0.9999931,6.8927493e-06
0,0.9999931,6.87646e-06
1,6.6102803e-06,0.99999344
0,2.361992e-05,0.9999764
0,0.9999931,6.8560425e-06
1,7.5717653e-06,0.9999924
1,6.611226e-06,0.99999344
1,6.764604e-06,0.9999932
0,0.9999931,6.9041766e-06
0,0.99999297,6.9837683e-06
0,0.9999931,6.891297e-06
1,2.2823015e-05,0.99997723
1,6.5667996e-06,0.99999344
1,6.9952002e-06,0.99999297
0,0.9999931,6.914245e-06
1,8.4993835e-06,0.99999154
0,0.99999297,6.9827493e-06
0,0.9999931,6.8960103e-06
0,0.9999931,6.9045323e-06
1,6.6689327e-06,0.9999933
1,6.585627e-06,0.99999344
0,0.9999931,6.929943e-06
0,0.9999931,6.929428e-06
0,0.9999931,6.9069165e-06
1,6.605712e-06,0.99999344
1,6.757312e-06,0.9999932
1,7.813234e-06,0.99999213
0,0.9999931,6.875214e-06
1,1.3627875e-05,0.9999864
0,0.9999931,6.9017938e-06
0,0.9999931,6.9099606e-06
1,6.7405517e-06,0.9999932
1,6.5378867e-06,0.99999344
1,7.0057217e-06,0.99999297
1,6.5596764e-06,0.99999344
1,6.538816e-06,0.99999344
1,6.561635e-06,0.99999344
1,6.9638636e-06,0.9999931
1,6.5890067e-06,0.99999344
1,7.3883025e-06,0.9999926
1,6.553574e-06,0.99999344
0,0.9999932,6.847993e-06
0,0.9999931,6.9555736e-06
1,6.6128277e-06,0.99999344
0,0.9999931,6.943591e-06
0,0.9999931,6.8627087e-06
1,9.187092e-06,0.9999908
1,8.095891e-06,0.9999919
0,0.9999931,6.9186117e-06
0,0.9999931,6.8792538e-06
0,0.9999931,6.8805925e-06
1,6.5337044e-06,0.99999344
1,8.77937e-05,0.99991214
0,0.9999931,6.91e-06
1,6.619288e-06,0.9999933
1,7.591447e-06,0.9999924
0,0.9999931,6.8909285e-06
1,8.113405e-06,0.9999919
1,6.7731703e-06,0.9999932
0,0.9999932,6.8137792e-06
1,6.6343796e-06,0.9999933
0,0.9999931,6.9194034e-06
0,0.99999297,7.039355e-06
1,9.146859e-06,0.9999908
1,6.9295074e-06,0.9999931
1,6.9339694e-06,0.9999931
0,0.9999931,6.899694e-06
0,0.9999931,6.8722843e-06
1,6.684361e-06,0.9999933
0,0.9999931,6.9015964e-06
1,7.1503446e-06,0.99999285
1,6.540637e-06,0.99999344
0,0.99999297,6.9910916e-06
0,0.9999931,6.9225252e-06
1,1.0907343e-05,0.99998915
1,6.586406e-06,0.99999344
0,0.99999297,7.088992e-06
1,6.5043846e-06,0.99999344
0,0.9999931,6.9159996e-06
1,6.762308e-06,0.9999932
0,0.9999932,6.840265e-06
1,6.8398604e-06,0.9999932
1,6.717694e-06,0.9999933
0,0.9999931,6.9607163e-06
1,6.7505744e-06,0.9999932
0,0.9999931,6.886041e-06
1,7.36541e-06,0.9999926
0,0.9999931,6.8839595e-06
0,0.9999931,6.871504e-06
0,0.9999931,6.889076e-06
1,9.1694965e-06,0.9999908
0,0.99999297,7.0027163e-06
0,0.9999931,6.945147e-06
1,6.7581755e-06,0.9999932
0,0.9999931,6.892756e-06
0,0.9999931,6.9659623e-06
0,0.9999931,6.933368e-06
0,0.9999931,6.8703116e-06
1,7.572119e-06,0.9999924
1,6.5489194e-06,0.99999344
1,6.6459424e-06,0.9999933
0,0.9999931,6.904822e-06
1,6.889148e-06,0.9999931
1,6.5168274e-06,0.99999344
1,6.656847e-06,0.9999933
1,6.6775815e-06,0.9999933
1,1.4719571e-05,0.99998534
1,6.6471657e-06,0.9999933
0,0.9999931,6.904539e-06
1,6.7363744e-06,0.9999932
0,0.9999931,6.8969644e-06
1,1.8463674e-05,0.9999815
0,0.9999932,6.849456e-06
0,0.99999285,7.1526088e-06
1,1.0471542e-05,0.9999895
0,0.99999297,7.0579217e-06
0,0.99999297,6.996808e-06
1,1.0247962e-05,0.99998975
0,0.9999932,6.829236e-06
1,6.629649e-06,0.9999933
0,0.9999932,6.831451e-06
0,0.9999931,6.933573e-06
0,0.99999297,6.9811317e-06
0,0.9999932,6.8054214e-06
1,6.6705866e-06,0.9999933
0,0.9999931,6.93555e-06
0,0.9999931,6.9281327e-06
1,6.980493e-06,0.99999297
1,6.7177193e-06,0.9999933
1,6.744049e-06,0.9999932
0,0.9999931,6.947293e-06
1,6.584848e-06,0.99999344
0,0.9999931,6.871976e-06
0,0.9999931,6.870469e-06
0,0.9999932,6.849933e-06
0,0.9999931,6.9217404e-06
1,7.775846e-06,0.99999225
0,0.9999931,6.929362e-06
1,6.6128528e-06,0.99999344
0,0.9999931,6.9264684e-06
0,0.9999931,6.8709014e-06
1,6.63824e-06,0.9999933
0,0.9999932,6.830624e-06
1,6.67044e-06,0.9999933
0,0.9999932,6.842699e-06
0,0.99999297,7.070385e-06
0,0.9999931,6.9249822e-06
0,0.9999902,9.784835e-06
1,1.1125767e-05,0.9999889
1,6.8381387e-06,0.9999932
0,0.9999931,6.9329576e-06
0,0.9999931,6.8707045e-06
1,6.6203484e-06,0.9999933
1,6.715003e-06,0.9999933
0,0.9999931,6.899872e-06
1,6.9296393e-06,0.9999931
1,6.6548473e-06,0.9999933
0,0.9999931,6.9619714e-06
0,0.99999297,7.0166066e-06
0,0.9999931,6.8893974e-06
1,7.004212e-06,0.99999297
0,0.9999931,6.927036e-06
0,0.9999931,6.859195e-06
0,0.9999931,6.8700233e-06
1,6.6745256e-06,0.9999933
1,6.7234364e-06,0.9999933
0,0.9999932,6.8257723e-06
0,0.9999931,6.967823e-06
0,0.9999931,6.933024e-06
1,6.8465697e-06,0.9999932
1,7.061732e-06,0.99999297
0,0.9999931,6.904374e-06
0,0.9999931,6.8748204e-06
1,6.770561e-06,0.9999932
1,9.1752445e-06,0.9999908
1,7.4557993e-06,0.9999925
1,6.686764e-06,0.9999933
0,0.9999931,6.902189e-06
1,6.657812e-06,0.9999933
0,0.9999931,6.8731815e-06
0,0.9999931,6.897576e-06
0,0.9999931,6.8563504e-06
0,0.9999931,6.864849e-06
0,0.9999931,6.8891677e-06
1,6.6169905e-06,0.9999933
1,6.6193065e-06,0.9999933
1,7.3650726e-06,0.9999926
0,0.9999932,6.847836e-06
1,6.834644e-06,0.9999932
1,7.5923303e-06,0.9999924
0,0.9999931,6.9588714e-06
1,7.129223e-06,0.99999285
0,0.9999931,6.866617e-06
1,1.1247759e-05,0.9999888
1,6.6300913e-06,0.9999933
1,7.053225e-06,0.99999297
1,6.5159384e-06,0.99999344
0,0.9999931,6.945001e-06
0,0.9999932,6.8523314e-06
1,6.7226474e-06,0.9999933
1,1.2630088e-05,0.99998736
1,9.1261776e-05,0.9999087
1,9.325094e-06,0.9999907
1,1.929881e-05,0.9999807
0,0.9999931,6.916158e-06
1,6.780952e-06,0.9999932
0,0.9999931,6.872231e-06
1,1.8937786e-05,0.99998105
1,6.5422214e-06,0.99999344
0,0.9999931,6.878355e-06
0,0.9999931,6.924394e-06
1,6.5000745e-06,0.99999344
0,0.9999931,6.8829554e-06
0,0.99999297,7.014573e-06
0,0.99999297,7.0655515e-06
0,0.9999931,6.8920194e-06
1,6.671738e-06,0.9999933
1,8.070906e-06,0.9999919
0,0.9999931,6.924315e-06
1,6.6848197e-06,0.9999933
1,1.1481638e-05,0.99998856
1,8.337854e-06,0.99999166
0,0.9999931,6.913823e-06
1,7.1684103e-06,0.99999285
0,0.9999931,6.8971085e-06
1,6.6719163e-06,0.9999933
0,0.9999931,6.904282e-06
0,0.9999931,6.8708027e-06
1,1.4768753e-05,0.9999852
1,6.652214e-06,0.9999933
1,9.282867e-06,0.9999907
0,0.9999932,6.8369195e-06
1,6.739523e-06,0.9999932
0,0.9999931,6.89106e-06
1,6.720122e-06,0.9999933
